,country,year,cases,sex,age
866,GW,2000,2,m,0--14
867,GW,2002,7,m,0--14
868,GW,2003,9,m,0--14
869,GW,2004,16,m,0--14
870,GW,2005,14,m,0--14
871,GW,2006,8,m,0--14
872,GW,2008,8,m,0--14
873,GY,1995,7,m,0--14
874,GY,1996,4,m,0--14
875,GY,1997,1,m,0--14
876,GY,1998,9,m,0--14
877,GY,2000,4,m,0--14
878,GY,2001,1,m,0--14
879,GY,2002,20,m,0--14
880,GY,2003,10,m,0--14
881,GY,2004,9,m,0--14
882,GY,2005,12,m,0--14
883,GY,2006,6,m,0--14
884,GY,2007,2,m,0--14
885,GY,2008,7,m,0--14
886,HK,1997,5,m,0--14
887,HK,1999,3,m,0--14
888,HK,2000,4,m,0--14
889,HK,2001,6,m,0--14
890,HK,2002,2,m,0--14
891,HK,2003,8,m,0--14
892,HK,2004,3,m,0--14
893,HK,2005,3,m,0--14
894,HK,2006,3,m,0--14
895,HK,2007,5,m,0--14
896,HK,2008,0,m,0--14
897,HN,1995,42,m,0--14
898,HN,1996,51,m,0--14
899,HN,1997,26,m,0--14
900,HN,1998,147,m,0--14
901,HN,1999,150,m,0--14
902,HN,2000,30,m,0--14
903,HN,2001,12,m,0--14
904,HN,2002,76,m,0--14
905,HN,2003,52,m,0--14
906,HN,2004,54,m,0--14
907,HN,2005,13,m,0--14
908,HN,2006,21,m,0--14
909,HN,2007,21,m,0--14
910,HN,2008,11,m,0--14
911,HR,1995,6,m,0--14
912,HR,1997,12,m,0--14
913,HR,1998,14,m,0--14
914,HR,1999,1,m,0--14
915,HR,2001,0,m,0--14
916,HR,2002,1,m,0--14
917,HR,2003,0,m,0--14
918,HR,2004,1,m,0--14
919,HR,2005,1,m,0--14
920,HR,2006,0,m,0--14
921,HR,2008,0,m,0--14
922,HT,1996,148,m,0--14
923,HT,1997,156,m,0--14
924,HT,1998,188,m,0--14
925,HT,1999,286,m,0--14
926,HT,2000,67,m,0--14
927,HT,2001,72,m,0--14
928,HT,2002,79,m,0--14
929,HT,2003,89,m,0--14
930,HT,2004,94,m,0--14
931,HT,2005,69,m,0--14
932,HT,2006,93,m,0--14
933,HT,2007,104,m,0--14
934,HT,2008,90,m,0--14
935,HU,1996,3,m,0--14
936,HU,1997,0,m,0--14
937,HU,1998,0,m,0--14
938,HU,1999,2,m,0--14
939,HU,2000,0,m,0--14
940,HU,2001,1,m,0--14
941,HU,2002,1,m,0--14
942,HU,2003,0,m,0--14
943,HU,2004,2,m,0--14
944,HU,2005,0,m,0--14
945,HU,2006,2,m,0--14
946,HU,2007,0,m,0--14
947,HU,2008,0,m,0--14
948,ID,1995,6,m,0--14
949,ID,1996,28,m,0--14
950,ID,1997,46,m,0--14
951,ID,1998,78,m,0--14
952,ID,1999,106,m,0--14
953,ID,2001,298,m,0--14
954,ID,2002,569,m,0--14
955,ID,2003,532,m,0--14
956,ID,2004,697,m,0--14
957,ID,2005,846,m,0--14
958,ID,2006,899,m,0--14
959,ID,2007,849,m,0--14
960,ID,2008,871,m,0--14
961,IE,1998,1,m,0--14
962,IE,1999,0,m,0--14
963,IE,2000,0,m,0--14
964,IE,2001,0,m,0--14
965,IE,2002,0,m,0--14
966,IE,2003,0,m,0--14
967,IE,2004,1,m,0--14
968,IE,2005,1,m,0--14
969,IE,2006,0,m,0--14
970,IE,2007,0,m,0--14
971,IE,2008,2,m,0--14
972,IL,1996,1,m,0--14
973,IL,1997,5,m,0--14
974,IL,1998,1,m,0--14
975,IL,1999,2,m,0--14
976,IL,2000,0,m,0--14
977,IL,2001,1,m,0--14
978,IL,2002,2,m,0--14
979,IL,2003,2,m,0--14
980,IL,2004,2,m,0--14
981,IL,2005,0,m,0--14
982,IL,2006,0,m,0--14
983,IL,2007,1,m,0--14
984,IL,2008,0,m,0--14
985,IN,1995,16,m,0--14
986,IN,1996,47,m,0--14
987,IN,1997,50,m,0--14
988,IN,1998,84,m,0--14
989,IN,1999,327,m,0--14
990,IN,2000,1588,m,0--14
991,IN,2001,1063,m,0--14
992,IN,2002,2551,m,0--14
993,IN,2003,2411,m,0--14
994,IN,2004,3018,m,0--14
995,IN,2005,3185,m,0--14
996,IN,2006,3566,m,0--14
997,IN,2007,4305,m,0--14
998,IN,2008,4648,m,0--14
999,IQ,1995,1125,m,0--14
1000,IQ,1997,416,m,0--14
1001,IQ,1998,453,m,0--14
1002,IQ,1999,519,m,0--14
1003,IQ,2000,21,m,0--14
1004,IQ,2001,10,m,0--14
1005,IQ,2002,47,m,0--14
1006,IQ,2003,30,m,0--14
1007,IQ,2004,28,m,0--14
1008,IQ,2005,13,m,0--14
1009,IQ,2006,14,m,0--14
1010,IQ,2007,20,m,0--14
1011,IQ,2008,18,m,0--14
1012,IR,1995,118,m,0--14
1013,IR,1996,63,m,0--14
1014,IR,1997,54,m,0--14
1015,IR,1998,35,m,0--14
1016,IR,1999,27,m,0--14
1017,IR,2000,29,m,0--14
1018,IR,2001,37,m,0--14
1019,IR,2002,29,m,0--14
1020,IR,2003,32,m,0--14
1021,IR,2004,16,m,0--14
1022,IR,2005,16,m,0--14
1023,IR,2006,12,m,0--14
1024,IR,2007,10,m,0--14
1025,IR,2008,11,m,0--14
1026,IS,1995,0,m,0--14
1027,IS,1997,0,m,0--14
1028,IS,1998,0,m,0--14
1029,IS,1999,0,m,0--14
1030,IS,2001,0,m,0--14
1031,IS,2002,0,m,0--14
1032,IS,2003,0,m,0--14
1033,IS,2004,0,m,0--14
1034,IS,2005,0,m,0--14
1035,IS,2006,0,m,0--14
1036,IS,2007,0,m,0--14
1037,IS,2008,0,m,0--14
1038,IT,1995,9,m,0--14
1039,IT,1996,12,m,0--14
1040,IT,1997,14,m,0--14
1041,IT,1998,15,m,0--14
1042,IT,1999,7,m,0--14
1043,IT,2000,12,m,0--14
1044,IT,2001,4,m,0--14
1045,IT,2002,6,m,0--14
1046,IT,2003,19,m,0--14
1047,IT,2004,34,m,0--14
1048,IT,2005,8,m,0--14
1049,IT,2006,7,m,0--14
1050,IT,2007,3,m,0--14
1051,IT,2008,13,m,0--14
1052,JM,1995,2,m,0--14
1053,JM,1996,1,m,0--14
1054,JM,1997,1,m,0--14
1055,JM,1998,0,m,0--14
1056,JM,1999,2,m,0--14
1057,JM,2000,0,m,0--14
1058,JM,2001,3,m,0--14
1059,JM,2002,0,m,0--14
1060,JM,2003,1,m,0--14
1061,JM,2004,0,m,0--14
1062,JM,2005,0,m,0--14
1063,JM,2006,0,m,0--14
1064,JM,2008,3,m,0--14
1065,JO,1995,0,m,0--14
1066,JO,1996,2,m,0--14
1067,JO,1997,5,m,0--14
1068,JO,1998,0,m,0--14
1069,JO,1999,0,m,0--14
1070,JO,2000,0,m,0--14
1071,JO,2001,2,m,0--14
1072,JO,2002,0,m,0--14
1073,JO,2003,0,m,0--14
1074,JO,2004,0,m,0--14
1075,JO,2005,0,m,0--14
1076,JO,2006,0,m,0--14
1077,JO,2007,0,m,0--14
1078,JO,2008,0,m,0--14
1079,JP,1995,15,m,0--14
1080,JP,1996,16,m,0--14
1081,JP,1997,8,m,0--14
1082,JP,1998,2,m,0--14
1083,JP,1999,6,m,0--14
1084,JP,2000,2,m,0--14
1085,JP,2001,3,m,0--14
1086,JP,2002,2,m,0--14
1087,JP,2003,1,m,0--14
1088,JP,2004,2,m,0--14
1089,JP,2005,9,m,0--14
1090,JP,2006,3,m,0--14
1091,JP,2007,1,m,0--14
1092,JP,2008,2,m,0--14
1093,KE,1995,154,m,0--14
1094,KE,1996,151,m,0--14
1095,KE,1997,53,m,0--14
1096,KE,1998,210,m,0--14
1097,KE,1999,237,m,0--14
1098,KE,2000,264,m,0--14
1099,KE,2001,299,m,0--14
1100,KE,2002,299,m,0--14
1101,KE,2003,341,m,0--14
1102,KE,2004,391,m,0--14
1103,KE,2005,359,m,0--14
1104,KE,2006,387,m,0--14
1105,KE,2007,474,m,0--14
1106,KE,2008,451,m,0--14
1107,KG,1995,3,m,0--14
1108,KG,1996,4,m,0--14
1109,KG,1997,1,m,0--14
1110,KG,1998,4,m,0--14
1111,KG,1999,5,m,0--14
1112,KG,2000,4,m,0--14
1113,KG,2001,0,m,0--14
1114,KG,2002,0,m,0--14
1115,KG,2003,0,m,0--14
1116,KG,2004,3,m,0--14
1117,KG,2005,1,m,0--14
1118,KG,2006,3,m,0--14
1119,KG,2007,3,m,0--14
1120,KG,2008,1,m,0--14
1121,KH,1995,161,m,0--14
1122,KH,1996,148,m,0--14
1123,KH,1998,36,m,0--14
1124,KH,1999,41,m,0--14
1125,KH,2000,26,m,0--14
1126,KH,2001,29,m,0--14
1127,KH,2002,54,m,0--14
1128,KH,2003,37,m,0--14
1129,KH,2004,36,m,0--14
1130,KH,2005,49,m,0--14
1131,KH,2006,50,m,0--14
1132,KH,2007,50,m,0--14
1133,KH,2008,49,m,0--14
1134,KI,1996,0,m,0--14
1135,KI,1997,1,m,0--14
1136,KI,1998,1,m,0--14
1137,KI,1999,2,m,0--14
1138,KI,2000,2,m,0--14
1139,KI,2001,4,m,0--14
1140,KI,2002,5,m,0--14
1141,KI,2003,5,m,0--14
1142,KI,2004,8,m,0--14
1143,KI,2005,3,m,0--14
1144,KI,2006,3,m,0--14
1145,KI,2007,2,m,0--14
1146,KI,2008,2,m,0--14
1147,KM,1995,0,m,0--14
1148,KM,1996,1,m,0--14
1149,KM,1998,0,m,0--14
1150,KM,2000,0,m,0--14
1151,KM,2001,0,m,0--14
1152,KM,2002,0,m,0--14
1153,KM,2003,1,m,0--14
1154,KM,2005,0,m,0--14
1155,KM,2006,0,m,0--14
1156,KM,2008,2,m,0--14
1157,KN,1996,0,m,0--14
1158,KN,1998,0,m,0--14
1159,KN,2008,0,m,0--14
1160,KP,1997,5,m,0--14
1161,KP,1998,0,m,0--14
1162,KP,1999,14,m,0--14
1163,KP,2000,293,m,0--14
1164,KP,2001,207,m,0--14
1165,KP,2002,199,m,0--14
1166,KP,2003,86,m,0--14
1167,KP,2004,175,m,0--14
1168,KP,2005,167,m,0--14
1169,KP,2006,157,m,0--14
1170,KP,2007,353,m,0--14
1171,KP,2008,441,m,0--14
1172,KR,1995,27,m,0--14
1173,KR,1996,31,m,0--14
1174,KR,1997,24,m,0--14
1175,KR,1998,19,m,0--14
1176,KR,1999,27,m,0--14
1177,KR,2000,19,m,0--14
1178,KR,2001,23,m,0--14
1179,KR,2002,20,m,0--14
1180,KR,2003,22,m,0--14
1181,KR,2004,18,m,0--14
1182,KR,2005,22,m,0--14
1183,KR,2006,19,m,0--14
1184,KR,2007,16,m,0--14
1185,KR,2008,21,m,0--14
1186,KW,1995,0,m,0--14
1187,KW,1996,0,m,0--14
1188,KW,1997,1,m,0--14
1189,KW,1998,0,m,0--14
1190,KW,1999,0,m,0--14
1191,KW,2000,0,m,0--14
1192,KW,2001,0,m,0--14
1193,KW,2002,0,m,0--14
1194,KW,2003,1,m,0--14
1195,KW,2004,0,m,0--14
1196,KW,2005,0,m,0--14
1197,KW,2006,1,m,0--14
1198,KW,2007,1,m,0--14
1199,KW,2008,0,m,0--14
1200,KY,1998,0,m,0--14
1201,KY,1999,0,m,0--14
1202,KY,2000,0,m,0--14
1203,KY,2001,0,m,0--14
1204,KY,2003,0,m,0--14
1205,KY,2004,0,m,0--14
1206,KY,2006,0,m,0--14
1207,KY,2007,0,m,0--14
1208,KZ,1997,22,m,0--14
1209,KZ,1998,34,m,0--14
1210,KZ,1999,34,m,0--14
1211,KZ,2000,36,m,0--14
1212,KZ,2001,38,m,0--14
1213,KZ,2002,33,m,0--14
1214,KZ,2004,24,m,0--14
1215,KZ,2005,31,m,0--14
1216,KZ,2006,11,m,0--14
1217,KZ,2007,14,m,0--14
1218,KZ,2008,14,m,0--14
1219,LA,1995,6,m,0--14
1220,LA,1996,1,m,0--14
1221,LA,1997,2,m,0--14
1222,LA,1998,4,m,0--14
1223,LA,1999,5,m,0--14
1224,LA,2000,7,m,0--14
1225,LA,2001,10,m,0--14
1226,LA,2002,4,m,0--14
1227,LA,2003,6,m,0--14
1228,LA,2004,14,m,0--14
1229,LA,2005,13,m,0--14
1230,LA,2006,12,m,0--14
1231,LA,2007,11,m,0--14
1232,LA,2008,6,m,0--14
1233,LB,1995,3,m,0--14
1234,LB,1996,4,m,0--14
1235,LB,1997,1,m,0--14
1236,LB,1998,1,m,0--14
1237,LB,1999,3,m,0--14
1238,LB,2000,5,m,0--14
1239,LB,2001,0,m,0--14
1240,LB,2002,1,m,0--14
1241,LB,2003,0,m,0--14
1242,LB,2004,1,m,0--14
1243,LB,2005,0,m,0--14
1244,LB,2006,0,m,0--14
1245,LB,2007,0,m,0--14
1246,LB,2008,1,m,0--14
1247,LC,1997,0,m,0--14
1248,LC,1998,0,m,0--14
1249,LC,2000,0,m,0--14
1250,LC,2001,0,m,0--14
1251,LC,2003,0,m,0--14
1252,LC,2004,0,m,0--14
1253,LC,2005,0,m,0--14
1254,LC,2008,0,m,0--14
1255,LK,1995,10,m,0--14
1256,LK,1996,10,m,0--14
1257,LK,1997,11,m,0--14
1258,LK,1998,7,m,0--14
1259,LK,1999,8,m,0--14
1260,LK,2000,25,m,0--14
1261,LK,2001,6,m,0--14
1262,LK,2002,11,m,0--14
1263,LK,2003,12,m,0--14
1264,LK,2004,6,m,0--14
1265,LK,2005,9,m,0--14
1266,LK,2006,8,m,0--14
1267,LK,2007,10,m,0--14
1268,LK,2008,11,m,0--14
1269,LR,1996,38,m,0--14
1270,LR,1998,18,m,0--14
1271,LR,2000,12,m,0--14
1272,LR,2001,16,m,0--14
1273,LR,2002,20,m,0--14
1274,LR,2003,5,m,0--14
1275,LR,2004,32,m,0--14
1276,LR,2005,26,m,0--14
1277,LR,2006,59,m,0--14
1278,LR,2008,107,m,0--14
1279,LS,1995,9,m,0--14
1280,LS,1996,12,m,0--14
1281,LS,1997,11,m,0--14
1282,LS,1998,6,m,0--14
1283,LS,2000,8,m,0--14
1284,LS,2002,10,m,0--14
1285,LS,2003,10,m,0--14
1286,LS,2004,29,m,0--14
1287,LS,2005,32,m,0--14
1288,LS,2006,33,m,0--14
1289,LS,2007,6,m,0--14
1290,LS,2008,21,m,0--14
1291,LT,1995,4,m,0--14
1292,LT,1996,2,m,0--14
1293,LT,1997,2,m,0--14
1294,LT,1998,0,m,0--14
1295,LT,1999,0,m,0--14
1296,LT,2000,1,m,0--14
1297,LT,2001,0,m,0--14
1298,LT,2002,1,m,0--14
1299,LT,2003,1,m,0--14
1300,LT,2004,0,m,0--14
1301,LT,2005,0,m,0--14
1302,LT,2006,0,m,0--14
1303,LT,2007,0,m,0--14
1304,LT,2008,0,m,0--14
1305,LU,1996,0,m,0--14
1306,LU,1997,1,m,0--14
1307,LU,1998,0,m,0--14
1308,LU,2001,0,m,0--14
1309,LU,2002,0,m,0--14
1310,LU,2003,0,m,0--14
1311,LU,2004,0,m,0--14
1312,LU,2005,0,m,0--14
1313,LU,2006,0,m,0--14
1314,LU,2007,0,m,0--14
1315,LU,2008,0,m,0--14
1316,LV,1995,0,m,0--14
1317,LV,1996,0,m,0--14
1318,LV,1997,0,m,0--14
1319,LV,1998,0,m,0--14
1320,LV,1999,1,m,0--14
1321,LV,2000,0,m,0--14
1322,LV,2001,0,m,0--14
1323,LV,2002,0,m,0--14
1324,LV,2003,0,m,0--14
1325,LV,2004,0,m,0--14
1326,LV,2005,1,m,0--14
1327,LV,2006,2,m,0--14
1328,LV,2008,0,m,0--14
1329,LY,1995,2,m,0--14
1330,LY,1996,4,m,0--14
1331,LY,1999,2,m,0--14
1332,LY,2000,5,m,0--14
1333,LY,2003,0,m,0--14
1334,LY,2004,5,m,0--14
1335,LY,2005,2,m,0--14
1336,LY,2006,1,m,0--14
1337,LY,2007,2,m,0--14
1338,LY,2008,2,m,0--14
1339,MA,1995,142,m,0--14
1340,MA,1996,118,m,0--14
1341,MA,1997,119,m,0--14
1342,MA,1998,116,m,0--14
1343,MA,1999,78,m,0--14
1344,MA,2000,99,m,0--14
1345,MA,2001,85,m,0--14
1346,MA,2002,79,m,0--14
1347,MA,2003,91,m,0--14
1348,MA,2004,68,m,0--14
1349,MA,2005,79,m,0--14
1350,MA,2006,73,m,0--14
1351,MA,2007,74,m,0--14
1352,MA,2008,51,m,0--14
1353,MC,1999,0,m,0--14
1354,MD,1995,0,m,0--14
1355,MD,1996,0,m,0--14
1356,MD,1997,0,m,0--14
1357,MD,1998,2,m,0--14
1358,MD,1999,1,m,0--14
1359,MD,2000,2,m,0--14
1360,MD,2001,1,m,0--14
1361,MD,2002,5,m,0--14
1362,MD,2003,1,m,0--14
1363,MD,2004,8,m,0--14
1364,MD,2005,2,m,0--14
1365,MD,2006,2,m,0--14
1366,MD,2007,0,m,0--14
1367,MD,2008,1,m,0--14
1368,ME,2005,0,m,0--14
1369,ME,2006,0,m,0--14
1370,ME,2007,0,m,0--14
1371,ME,2008,0,m,0--14
1372,MG,1995,79,m,0--14
1373,MG,1996,68,m,0--14
1374,MG,1998,70,m,0--14
1375,MG,2001,103,m,0--14
1376,MG,2002,94,m,0--14
1377,MG,2003,123,m,0--14
1378,MG,2004,118,m,0--14
1379,MG,2005,98,m,0--14
1380,MG,2006,117,m,0--14
1381,MG,2007,196,m,0--14
1382,MG,2008,142,m,0--14
1383,MH,1996,7,m,0--14
1384,MH,1998,0,m,0--14
1385,MH,1999,5,m,0--14
1386,MH,2000,3,m,0--14
1387,MH,2001,3,m,0--14
1388,MH,2002,0,m,0--14
1389,MH,2003,6,m,0--14
1390,MH,2004,2,m,0--14
1391,MH,2005,2,m,0--14
1392,MH,2007,0,m,0--14
1393,MH,2008,1,m,0--14
1394,MK,1995,2,m,0--14
1395,MK,1996,5,m,0--14
1396,MK,1997,1,m,0--14
1397,MK,1998,3,m,0--14
1398,MK,1999,1,m,0--14
1399,MK,2000,5,m,0--14
1400,MK,2001,1,m,0--14
1401,MK,2002,2,m,0--14
1402,MK,2003,1,m,0--14
1403,MK,2004,2,m,0--14
1404,MK,2005,2,m,0--14
1405,MK,2006,0,m,0--14
1406,MK,2007,1,m,0--14
1407,MK,2008,1,m,0--14
1408,ML,1995,27,m,0--14
1409,ML,1996,19,m,0--14
1410,ML,1997,16,m,0--14
1411,ML,1998,13,m,0--14
1412,ML,1999,19,m,0--14
1413,ML,2000,23,m,0--14
1414,ML,2002,20,m,0--14
1415,ML,2003,32,m,0--14
1416,ML,2004,28,m,0--14
1417,ML,2005,26,m,0--14
1418,ML,2006,28,m,0--14
1419,ML,2007,29,m,0--14
1420,ML,2008,22,m,0--14
1421,MM,1995,42,m,0--14
1422,MM,1996,58,m,0--14
1423,MM,1997,56,m,0--14
1424,MM,1998,64,m,0--14
1425,MM,1999,37,m,0--14
1426,MM,2000,88,m,0--14
1427,MM,2001,69,m,0--14
1428,MM,2002,64,m,0--14
1429,MM,2003,107,m,0--14
1430,MM,2004,96,m,0--14
1431,MM,2005,132,m,0--14
1432,MM,2006,113,m,0--14
1433,MM,2007,127,m,0--14
1434,MM,2008,118,m,0--14
1435,MN,1994,1,m,0--14
1436,MN,1995,37,m,0--14
1437,MN,1996,8,m,0--14
1438,MN,1997,6,m,0--14
1439,MN,1998,17,m,0--14
1440,MN,1999,12,m,0--14
1441,MN,2000,6,m,0--14
1442,MN,2001,13,m,0--14
1443,MN,2002,9,m,0--14
1444,MN,2003,10,m,0--14
1445,MN,2004,6,m,0--14
1446,MN,2005,7,m,0--14
1447,MN,2006,7,m,0--14
1448,MN,2007,4,m,0--14
1449,MN,2008,7,m,0--14
1450,MO,1995,0,m,0--14
1451,MO,1996,1,m,0--14
1452,MO,1997,1,m,0--14
1453,MO,1998,0,m,0--14
1454,MO,2000,0,m,0--14
1455,MO,2001,0,m,0--14
1456,MO,2002,1,m,0--14
1457,MO,2003,0,m,0--14
1458,MO,2004,0,m,0--14
1459,MO,2005,3,m,0--14
1460,MO,2006,0,m,0--14
1461,MO,2007,0,m,0--14
1462,MO,2008,1,m,0--14
1463,MP,1995,1,m,0--14
1464,MP,1996,0,m,0--14
1465,MP,1998,0,m,0--14
1466,MP,2000,1,m,0--14
1467,MP,2001,0,m,0--14
1468,MP,2002,1,m,0--14
1469,MP,2003,0,m,0--14
1470,MP,2004,0,m,0--14
1471,MP,2005,0,m,0--14
1472,MP,2006,0,m,0--14
1473,MP,2007,0,m,0--14
1474,MP,2008,0,m,0--14
1475,MR,1997,188,m,0--14
1476,MR,1999,15,m,0--14
1477,MR,2004,15,m,0--14
1478,MR,2006,12,m,0--14
1479,MR,2007,14,m,0--14
1480,MR,2008,10,m,0--14
1481,MS,2003,0,m,0--14
1482,MS,2004,0,m,0--14
1483,MT,1995,0,m,0--14
1484,MT,1996,0,m,0--14
1485,MT,1997,0,m,0--14
1486,MT,1998,0,m,0--14
1487,MT,1999,0,m,0--14
1488,MT,2000,0,m,0--14
1489,MT,2001,0,m,0--14
1490,MT,2002,0,m,0--14
1491,MT,2003,0,m,0--14
1492,MT,2004,0,m,0--14
1493,MT,2005,0,m,0--14
1494,MT,2006,0,m,0--14
1495,MT,2007,0,m,0--14
1496,MT,2008,0,m,0--14
1497,MU,1995,2,m,0--14
1498,MU,1998,1,m,0--14
1499,MU,1999,0,m,0--14
1500,MU,2000,2,m,0--14
1501,MU,2002,1,m,0--14
1502,MU,2003,0,m,0--14
1503,MU,2004,1,m,0--14
1504,MU,2006,0,m,0--14
1505,MU,2007,0,m,0--14
1506,MU,2008,0,m,0--14
1507,MV,1995,1,m,0--14
1508,MV,1996,0,m,0--14
1509,MV,1997,1,m,0--14
1510,MV,1998,1,m,0--14
1511,MV,1999,0,m,0--14
1512,MV,2000,0,m,0--14
1513,MV,2001,1,m,0--14
1514,MV,2002,0,m,0--14
1515,MV,2003,1,m,0--14
1516,MV,2004,0,m,0--14
1517,MV,2005,0,m,0--14
1518,MV,2006,0,m,0--14
1519,MV,2007,0,m,0--14
1520,MV,2008,0,m,0--14
1521,MW,1995,25,m,0--14
1522,MW,1996,27,m,0--14
1523,MW,1997,47,m,0--14
1524,MW,1998,46,m,0--14
1525,MW,1999,43,m,0--14
1526,MW,2000,50,m,0--14
1527,MW,2001,37,m,0--14
1528,MW,2003,43,m,0--14
1529,MW,2004,47,m,0--14
1530,MW,2005,58,m,0--14
1531,MW,2006,42,m,0--14
1532,MW,2007,61,m,0--14
1533,MW,2008,56,m,0--14
1534,MX,1996,198,m,0--14
1535,MX,1998,229,m,0--14
1536,MX,1999,143,m,0--14
1537,MX,2000,214,m,0--14
1538,MX,2001,130,m,0--14
1539,MX,2002,154,m,0--14
1540,MX,2003,187,m,0--14
1541,MX,2004,86,m,0--14
1542,MX,2005,100,m,0--14
1543,MX,2006,129,m,0--14
1544,MX,2007,145,m,0--14
1545,MX,2008,124,m,0--14
1546,MY,1995,59,m,0--14
1547,MY,1996,45,m,0--14
1548,MY,1997,44,m,0--14
1549,MY,1998,31,m,0--14
1550,MY,1999,27,m,0--14
1551,MY,2000,32,m,0--14
1552,MY,2001,48,m,0--14
1553,MY,2002,22,m,0--14
1554,MY,2003,216,m,0--14
1555,MY,2004,191,m,0--14
1556,MY,2005,244,m,0--14
1557,MY,2006,15,m,0--14
1558,MY,2007,216,m,0--14
1559,MY,2008,221,m,0--14
1560,MZ,1995,187,m,0--14
1561,MZ,1996,141,m,0--14
1562,MZ,1997,163,m,0--14
1563,,1995,0,m,0--14
1564,,1996,16,m,0--14
1565,,1997,18,m,0--14
1566,,1998,21,m,0--14
1567,,1999,20,m,0--14
1568,,2000,18,m,0--14
1569,,2001,20,m,0--14
1570,,2002,19,m,0--14
1571,,2003,31,m,0--14
1572,,2004,31,m,0--14
1573,,2005,98,m,0--14
1574,,2006,86,m,0--14
1575,,2007,57,m,0--14
1576,,2008,30,m,0--14
1577,NC,1995,3,m,0--14
1578,NC,1996,1,m,0--14
1579,NC,1999,0,m,0--14
1580,NC,2000,1,m,0--14
1581,NC,2001,0,m,0--14
1582,NC,2002,0,m,0--14
1583,NC,2003,0,m,0--14
1584,NC,2004,0,m,0--14
1585,NC,2005,0,m,0--14
1586,NC,2006,0,m,0--14
1587,NC,2007,0,m,0--14
1588,NC,2008,0,m,0--14
1589,NE,1997,4,m,0--14
1590,NE,1998,4,m,0--14
1591,NE,2000,29,m,0--14
1592,NE,2003,41,m,0--14
1593,NE,2005,35,m,0--14
1594,NE,2006,25,m,0--14
1595,NE,2007,40,m,0--14
1596,NE,2008,35,m,0--14
1597,NG,1995,450,m,0--14
1598,NG,1996,234,m,0--14
1599,NG,1997,116,m,0--14
1600,NG,1998,125,m,0--14
1601,NG,2000,157,m,0--14
1602,NG,2001,164,m,0--14
1603,NG,2002,163,m,0--14
1604,NG,2003,267,m,0--14
1605,NG,2004,408,m,0--14
1606,NG,2005,325,m,0--14
1607,NG,2006,247,m,0--14
1608,NG,2007,503,m,0--14
1609,NG,2008,579,m,0--14
1610,NI,1995,23,m,0--14
1611,NI,1996,27,m,0--14
1612,NI,1997,18,m,0--14
1613,NI,1998,24,m,0--14
1614,NI,1999,26,m,0--14
1615,NI,2000,18,m,0--14
1616,NI,2001,24,m,0--14
1617,NI,2002,22,m,0--14
1618,NI,2003,14,m,0--14
1619,NI,2004,24,m,0--14
1620,NI,2005,17,m,0--14
1621,NI,2006,15,m,0--14
1622,NI,2007,16,m,0--14
1623,NI,2008,20,m,0--14
1624,NL,1995,22,m,0--14
1625,NL,1996,8,m,0--14
1626,NL,1997,3,m,0--14
1627,NL,1998,2,m,0--14
1628,NL,1999,5,m,0--14
1629,NL,2000,0,m,0--14
1630,NL,2001,1,m,0--14
1631,NL,2002,1,m,0--14
1632,NL,2003,2,m,0--14
1633,NL,2004,6,m,0--14
1634,NL,2005,0,m,0--14
1635,NL,2006,0,m,0--14
1636,NL,2007,1,m,0--14
1637,NL,2008,0,m,0--14
1638,NO,1995,0,m,0--14
1639,NO,1996,3,m,0--14
1640,NO,1997,3,m,0--14
1641,NO,1998,0,m,0--14
1642,NO,1999,0,m,0--14
1643,NO,2000,0,m,0--14
1644,NO,2001,0,m,0--14
1645,NO,2002,0,m,0--14
1646,NO,2003,0,m,0--14
1647,NO,2004,1,m,0--14
1648,NO,2005,0,m,0--14
1649,NO,2006,0,m,0--14
1650,NO,2008,1,m,0--14
1651,NP,1996,91,m,0--14
1652,NP,1998,133,m,0--14
1653,NP,1999,150,m,0--14
1654,NP,2000,170,m,0--14
1655,NP,2001,155,m,0--14
1656,NP,2002,129,m,0--14
1657,NP,2003,122,m,0--14
1658,NP,2004,121,m,0--14
1659,NP,2005,148,m,0--14
1660,NP,2006,125,m,0--14
1661,NP,2007,150,m,0--14
1662,NP,2008,81,m,0--14
1663,NR,1999,0,m,0--14
1664,NR,2003,0,m,0--14
1665,NR,2006,0,m,0--14
1666,NR,2007,1,m,0--14
1667,NR,2008,0,m,0--14
1668,NU,2004,0,m,0--14
1669,NU,2005,0,m,0--14
1670,NU,2006,0,m,0--14
1671,NU,2007,0,m,0--14
1672,NZ,1995,0,m,0--14
1673,NZ,1996,2,m,0--14
1674,NZ,1997,0,m,0--14
1675,NZ,1998,1,m,0--14
1676,NZ,1999,1,m,0--14
1677,NZ,2000,0,m,0--14
1678,NZ,2001,1,m,0--14
1679,NZ,2002,0,m,0--14
1680,NZ,2003,5,m,0--14
1681,NZ,2004,3,m,0--14
1682,NZ,2005,4,m,0--14
1683,NZ,2006,5,m,0--14
1684,NZ,2007,0,m,0--14
1685,NZ,2008,0,m,0--14
1686,OM,1995,1,m,0--14
1687,OM,1996,0,m,0--14
1688,OM,1997,0,m,0--14
1689,OM,1998,0,m,0--14
1690,OM,1999,2,m,0--14
1691,OM,2000,1,m,0--14
1692,OM,2001,1,m,0--14
1693,OM,2002,7,m,0--14
1694,OM,2003,5,m,0--14
